"方向","代码","名称","订单价格","订单数量","订单金额","交易状态","已成交@均价","下单时间","类型","期限","盘前竞价","时段","触发价","允许开仓","市场","币种","订单来源","佣金","平台使用费","交收费","印花税","交易费","证监会征费","财汇局征费","证监会规费","交易活动费","综合审计跟踪监管费","合计费用"
"买入","MU","美光科技","72.00","89","6,408.00","全部成交","89@72.00","2025/04/04 06:18:14 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.27","","","","","","","","2.26"
"卖出","GOOG","谷歌-C","150.14","50","7,507.00","全部成交","50@150.14","2025/04/04 06:16:49 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.15","","","","","0.21","0.01","","2.36"
"买入","MU","美光科技","72.85","49","3,569.65","全部成交","49@72.85","2025/04/04 06:13:57 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.15","","","","","","","","2.14"
"买入","SBUX","星巴克","87.20","45","3,924.00","全部成交","45@87.05","2025/04/04 06:12:12 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.14","","","","","","","","2.13"
"买入","SBUX","星巴克","87.78","45","3,950.10","已撤单","0@0.00","2025/04/04 06:10:34 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","SBUX","星巴克","87.95","49","4,309.55","部成已撤","4@87.95","2025/04/04 05:53:57 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.01","","","","","","","","2"
"买入","SBUX","星巴克","88.00","40","3,520.00","已撤单","0@0.00","2025/04/04 05:27:20 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","SBUX","星巴克","87.97","50","4,398.50","已撤单","0@0.00","2025/04/04 05:07:55 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","GOOG","谷歌-C","151.60","50","7,580.00","全部成交","50@151.60","2025/04/04 04:49:52 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.15","","","","","","","","2.14"
"买入","SBUX","星巴克","87.79","49","4,301.71","已撤单","0@0.00","2025/04/04 01:22:57 (美东)","限价单","当日有效","","夜盘","","","美股","USD","","","","","","","","","","","",""
"买入","MU","美光科技","73.01","90","6,570.90","已撤单","0@0.00","2025/04/04 01:18:27 (美东)","限价单","当日有效","","夜盘","","","美股","USD","","","","","","","","","","","",""
"买入","SBUX","星巴克","87.80","49","4,302.20","已撤单","0@0.00","2025/04/04 01:09:11 (美东)","限价单","当日有效","","夜盘","","","美股","USD","","","","","","","","","","","",""
"买入","MU","美光科技","73.01","35","2,555.35","已撤单","0@0.00","2025/04/04 01:01:39 (美东)","限价单","当日有效","","夜盘","","","美股","USD","","","","","","","","","","","",""
"买入","SBUX","星巴克","87.91","50","4,395.50","全部成交","50@87.91","2025/04/04 01:01:07 (美东)","限价单","当日有效","","夜盘","","","美股","USD","","0.99","1","0.15","","","","","","","","2.14"
"买入","SBUX","星巴克","87.91","50","4,395.50","已撤单","0@0.00","2025/04/04 01:00:46 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","MU","美光科技","73.61","36","2,649.96","已撤单","0@0.00","2025/04/03 23:42:52 (美东)","限价单","当日有效","","全时段","","","美股","USD","","","","","","","","","","","",""
"买入","MU","美光科技","75.88","40","3,035.20","已撤单","0@0.00","2025/04/03 13:29:05 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","MU","美光科技","76.02","200","15,204.00","全部成交","200@76.02","2025/04/03 13:07:50 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.6","","","","","","","","2.59"
"买入","SBUX","星巴克","88.20","100","8,820.00","全部成交","100@88.20","2025/04/03 11:57:13 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.3","","","","","","","","2.29"
"买入","01519","极兔速递-W","5.28","2,000","10,560.00","已撤单","0@0.00","2025/04/03 09:43:23 (香港)","限价单","当日有效","允许","","","","港股","HKD","","","","","","","","","","","",""
"卖空","SBUX","星巴克","99.18","45","4,463.10","已撤单","0@0.00","2025/04/02 10:21:08 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","SBUX","星巴克","94.00","100","9,400.00","已撤单","0@0.00","2025/03/31 09:32:58 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"卖空","SBUX","星巴克","99.80","40","3,992.00","已撤单","0@0.00","2025/03/27 12:21:48 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"卖空","SBUX","星巴克","99.20","50","4,960.00","全部成交","50@99.20","2025/03/27 10:08:40 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.15","","","","","0.15","0.02","","2.31"
"卖空","SBUX","星巴克","98.25","50","4,912.50","全部成交","50@98.25","2025/03/26 10:33:48 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.15","","","","","0.14","0.01","","2.29"
"卖空","SBUX","星巴克","97.80","50","4,890.00","全部成交","50@97.80","2025/03/26 09:37:40 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.15","","","","","0.14","0.01","","2.29"
"买入","01519","极兔速递-W","5.48","6,000","32,880.00","全部成交","6,000@5.48","2025/03/25 10:28:59 (香港)","限价单","当日有效","允许","","","","港股","HKD","","9.86","15","2","33","1.86","0.89","0.05","","","","62.66"
"买入","SBUX","星巴克","96.50","50","4,825.00","全部成交","50@96.50","2025/03/24 10:30:18 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.15","","","","","","","","2.14"
"买入","SBUX","星巴克","96.60","50","4,830.00","全部成交","50@96.60","2025/03/24 10:10:10 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.15","","","","","","","","2.14"
"买入","SBUX","星巴克","96.80","50","4,840.00","已撤单","0@0.00","2025/03/24 10:08:58 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","SBUX","星巴克","97.95","96","9,403.20","全部成交","96@97.00","2025/03/24 10:07:19 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.29","","","","","","","","2.28"
"买入","01519","极兔速递-W","5.61","6,000","33,660.00","已撤单","0@0.00","2025/03/24 13:43:04 (香港)","限价单","当日有效","允许","","","","港股","HKD","","","","","","","","","","","",""
"买入","SBUX","星巴克","96.00","96","9,216.00","已撤单","0@0.00","2025/03/21 10:01:07 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","01519","极兔速递-W","5.76","5,000","28,800.00","已撤单","0@0.00","2025/03/14 10:29:59 (香港)","限价单","当日有效","允许","","","","港股","HKD","","","","","","","","","","","",""
"卖空","00981","中芯国际","54.60","1,000","54,600.00","已撤单","0@0.00","2025/03/12 09:55:08 (香港)","限价单","当日有效","允许","","","","港股","HKD","","","","","","","","","","","",""
"买入","XYZ","Block","53.10","100","5,310.00","已撤单","0@0.00","2025/03/10 15:00:09 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","SBUX","星巴克","116.95","5","584.75","全部成交","5@116.8757","2025/03/03 09:32:19 (美东)","限价单","当日有效","","盘中","","","美股","USD","系统平仓","0.99","1","0.02","","","","","","","","2.01"
"买入","SBUX","星巴克","116.35","8","930.80","全部成交","8@116.3194","2025/03/03 09:30:53 (美东)","限价单","当日有效","","盘中","","","美股","USD","系统平仓","0.99","1","0.02","","","","","","","","2.01"
"买入","SBUX","星巴克","116.01","4","464.04","全部成交","4@116.0098","2025/02/28 15:57:07 (美东)","限价单","当日有效","","盘中","","","美股","USD","系统平仓","0.99","1","0.01","","","","","","","","2"
"买入","SBUX","星巴克","115.59","31","3,583.29","全部成交","31@115.5873","2025/02/27 13:34:40 (美东)","限价单","当日有效","","盘中","","","美股","USD","系统平仓","0.99","1","0.09","","","","","","","","2.08"
"买入","SBUX","星巴克","112.89","4","451.56","全部成交","4@112.86","2025/02/24 09:43:14 (美东)","限价单","当日有效","","盘中","","","美股","USD","系统平仓","0.99","1","0.01","","","","","","","","2"
"买入","SBUX","星巴克","112.49","4","449.96","全部成交","4@112.485","2025/02/14 15:43:48 (美东)","限价单","当日有效","","盘中","","","美股","USD","系统平仓","0.99","1","0.01","","","","","","","","2"
"买入","SBUX","星巴克","112.09","13","1,457.17","全部成交","13@112.07","2025/02/07 15:05:41 (美东)","限价单","当日有效","","盘中","","","美股","USD","系统平仓","0.99","1","0.04","","","","","","","","2.03"
"买入","SBUX","星巴克","111.02","37","4,107.74","全部成交","37@111.0198","2025/02/04 15:54:20 (美东)","限价单","当日有效","","盘中","","","美股","USD","系统平仓","0.99","1","0.11","","","","","","","","2.1"
"买入","SBUX","星巴克","108.77","42","4,568.34","全部成交","42@108.7373","2025/01/29 13:26:35 (美东)","限价单","当日有效","","盘中","","","美股","USD","系统平仓","0.99","1","0.13","","","","","","","","2.12"
"买入","SBUX","星巴克","106.17","153","16,244.01","全部成交","153@106.0046","2025/01/29 09:32:11 (美东)","限价单","当日有效","","盘中","","","美股","USD","系统平仓","0.99","1","0.46","","","","","","","","2.45"
"买入","SBUX","星巴克","99.32","7","695.24","全部成交","7@99.2559","2025/01/27 09:37:37 (美东)","限价单","当日有效","","盘中","","","美股","USD","系统平仓","0.99","1","0.02","","","","","","","","2.01"
"买入","SBUX","星巴克","98.93","29","2,868.97","全部成交","29@98.9181","2025/01/24 15:06:22 (美东)","限价单","当日有效","","盘中","","","美股","USD","系统平仓","0.99","1","0.09","","","","","","","","2.08"
"买入","SBUX","星巴克","97.83","31","3,032.73","全部成交","31@97.80","2025/01/21 09:43:55 (美东)","限价单","当日有效","","盘中","","","美股","USD","系统平仓","0.99","1","0.09","","","","","","","","2.08"
"买入","SBUX","星巴克","96.72","36","3,481.92","全部成交","36@96.65","2025/01/21 09:32:18 (美东)","限价单","当日有效","","盘中","","","美股","USD","系统平仓","0.99","1","0.11","","","","","","","","2.1"
"卖空","SBUX","星巴克","88.66","130","11,525.80","全部成交","130@88.66","2024/12/24 10:22:14 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.39","","","","","0.32","0.02","","2.72"
"买入","SBUX","星巴克","103.29","23","2,375.67","全部成交","23@103.262","2024/11/25 09:31:02 (美东)","限价单","当日有效","","盘中","","","美股","USD","系统平仓","0.99","1","0.07","","","","","","","","2.06"
"买入","SBUX","星巴克","102.20","7","715.40","全部成交","7@102.1999","2024/11/22 15:43:21 (美东)","限价单","当日有效","","盘中","","","美股","USD","系统平仓","0.99","1","0.02","","","","","","","","2.01"
"买入","SBUX","星巴克","101.91","55","5,605.05","全部成交","55@101.8988","2024/11/22 15:01:21 (美东)","限价单","当日有效","","盘中","","","美股","USD","系统平仓","0.99","1","0.17","","","","","","","","2.16"
"买入","SBUX","星巴克","99.89","30","2,996.70","全部成交","30@99.7995","2024/11/11 09:33:32 (美东)","限价单","当日有效","","盘中","","","美股","USD","系统平仓","0.99","1","0.09","","","","","","","","2.08"
"买入","SBUX","星巴克","98.91","8","791.28","全部成交","8@98.89","2024/11/01 15:03:24 (美东)","限价单","当日有效","","盘中","","","美股","USD","系统平仓","0.99","1","0.02","","","","","","","","2.01"
"买入","SBUX","星巴克","98.81","7","691.67","全部成交","7@98.8075","2024/09/13 15:19:19 (美东)","限价单","当日有效","","盘中","","","美股","USD","系统平仓","0.99","1","0.02","","","","","","","","2.01"
"买入","SBUX","星巴克","98.48","30","2,954.40","全部成交","30@98.47867","2024/08/27 17:12:34 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.09","","","","","","","","2.08"
"买入","SBUX","星巴克","98.48","25","2,462.00","全部成交","25@98.47","2024/08/27 17:11:34 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.08","","","","","","","","2.07"
"卖空","SBUX","星巴克","90.40","35","3,164.00","全部成交","35@90.40","2024/08/13 09:20:03 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.11","","","","","0.09","0.01","","2.2"
"买入","NVDA","英伟达","113.03","40","4,521.20","全部成交","40@113.00","2024/08/13 09:19:10 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.12","","","","","","","","2.11"
"卖空","SBUX","星巴克","89.90","120","10,788.00","全部成交","120@89.90","2024/08/13 09:15:57 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.36","","","","","0.3","0.02","","2.67"
"买入","MU","美光科技","96.40","100","9,640.00","全部成交","100@96.35","2024/08/13 09:15:02 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.3","","","","","","","","2.29"
"卖空","SBUX","星巴克","89.60","50","4,480.00","全部成交","50@89.60","2024/08/13 09:10:56 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.16","","","","","0.12","0.04","","2.31"
"卖空","SBUX","星巴克","88.80","100","8,880.00","全部成交","100@88.80","2024/08/13 09:08:13 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.3","","","","","0.25","0.02","","2.56"
"卖空","NVDA","英伟达","113.00","20","2,260.00","全部成交","20@113.00","2024/08/13 08:37:18 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.06","","","","","0.06","0.01","","2.12"
"卖空","NVDA","英伟达","112.70","10","1,127.00","全部成交","10@112.70","2024/08/13 08:32:24 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.03","","","","","0.03","0.01","","2.06"
